Innings,Not Outs,Aggregate,Highest Score,Average,30s,50s,100s,Ducks,4s,6s,Balls Faced,Scoring Rate,Opened Batting,Top Scored in Innings
13,8,50,17*,10.00,0,0,0,1,2,2,72,69.44,0,0
