Overs,Balls,Maidens,Runs Conceded,Wickets,Average,3 Wickets in Innings,4 Wickets in Innings,5 Wickets in Innings,Best,Economy Rate,Strike Rate
165.4,994,2,1481,44,33.66,1,0,0,3/16,8.94,22.59
